HUC_12,PIMPV_2021
10400010202,0.137756671
10400010203,0.189733491
10400010301,0.098991461
10400010302,0.090483907
10400010303,0.157284662
10400010304,0.137040793
10400010305,0.145346387
10400010306,0.24244681
10400010401,0.153674943
10400010402,0.071115741
10400010403,0.071069546
10400010404,0.098011364
10400010405,0.065279969
10400010406,0.202968585
10400010501,0.093230593
10400010502,0.315826977
10400010601,0.216128991
10400010602,0.355445737
10400010603,0.214151681
10400010604,0.317338212
10400010605,0.263682898
10400010606,3.135012478
10400010607,3.764942696
10400020101,1.026847414
10400020102,0.972263842
10400020103,0.259832583
10400020201,0.025652735
10400020202,0.348171855
10400020203,0.862542665
10400020204,1.613593972
10400020205,0.752505929
10400020206,0.298372382
10400020207,0.823379969
10400020301,0.248980385
10400020302,0.292336855
10400020303,0.332572732
10400020304,0.417488527
10400020305,0.368823796
10400020401,0.409910051
10400020402,0.138910055
10400020403,0.348994376
10400020404,0.321928935
10400020405,1.738806335
10400020406,2.824888519
10400020501,0.253560522
10400020502,0.530053325
10400020503,0.480506984
10400020504,1.015972402
10400020505,0.843511646
10400020601,1.094852746
10400020602,3.749479937
10400020603,0.585071584
10400020604,0.871017035
10400020605,1.5266412
10400020606,0.908202905
10400020701,0.469249929
10400020702,0.554727632
10400020703,1.961262246
10400020704,1.368596818
10400020801,0.801473451
10400020802,1.868790605
10400020803,14.72497299
10400020901,0.612604272
10400020902,1.080011581
10400020903,1.154267599
10400020904,3.054786852
10400020905,0.788685888
10400020906,1.588369797
10400020907,1.947649695
10400020908,3.694999823
10400020909,0.777738429
10400020910,5.085916769
10400021001,1.699652268
10400021002,4.736294532
10400021003,0.742714844
10400021004,1.593536571
10400021005,6.378128961
10400021006,1.908868149
10400021007,8.344922944
10500010101,0.11476179
10500010102,0.202095702
10500010207,0.109561167
10500010301,0.11774233
10500010302,0.191876349
10500010303,0.192362297
10500010304,0.024213206
10500010305,0.124553322
10500010306,0.150867985
10500010307,0.129123357
10500010401,0.10572405
10500010402,0.154417093
10500010403,0.125995971
10500010404,0.133136662
10500010501,0.069837906
10500010502,0.166317388
10500010503,0.135453622
10500010504,0.322928897
10500010505,0.10985438
10500010506,0.105035858
10500010601,0.407381502
10500010602,0.162106489
10500010603,0.287852397
10500010604,0.218490997
10500010605,0.210959438
10500010606,0.557252581
10500010701,0.140654145
10500010702,0.310320459
10500010705,0.076439538
10500010706,0.057733735
10500010707,0.049468717
10500010708,0.052224176
10500010801,1.424331538
10500010802,1.785171322
10500010804,1.489982729
10500010806,2.392387631
10500010809,1.984599754
10500010810,0.851388865
10500020101,0.577028039
10500020102,0.383815714
10500020103,0.257434366
10500020104,0.227873899
10500020201,0.173396621
10500020202,0.33179117
10500020203,0.235853978
10500020204,0.222987591
10500020205,1.695355336
10500020301,0.169464497
10500020302,0.426515482
10500020401,0.366965364
10500020402,0.691071079
10500020403,0.283197355
10500020501,0.149824448
10500020502,0.378666667
10500020503,0.375561406
10500020601,0.328257387
10500020602,0.248358693
10500020603,1.083257765
10500020604,1.341249084
10500020701,1.041736966
10500020702,0
10500020703,1.033908883
10500020801,0.552670102
10500020802,0.623825602
10500020803,1.257697627
10500020804,1.207965746
10500020805,1.718676845
10500020901,0.615128212
10500020902,0.279310786
10500020903,0.56340902
10500020904,1.391154136
10500020905,1.297623466
10500020906,1.361637794
10500020907,0
10500020908,0.601694915
10500021001,0.437545989
10500021002,1.295992696
10500021003,0.111066169
10500021004,0.123398911
10500021005,1.228384221
10500021006,1.545903559
10500021007,0
10500021008,0.738028169
10500021101,0.140899358
10500021102,0.565179667
10500021103,0.900126381
10500021104,0
10500021105,1.19449807
10500021106,1.507765577
10500021107,0
10500021108,1.430856068
10500021109,2.092155959
10500021110,0
10500021111,6.262487429
10500021201,0
10500021202,0.048440126
10500021203,0.216699196
10500021204,0.172187423
10500021205,0.429659411
10500021206,0.119792832
10500021207,0.190400797
10500021208,0.448550645
10500021209,0.101822522
10500021210,0.965016079
10500021211,0.538331726
10500021212,0.417301584
10500021213,0.52700337
10500021214,0.539609458
10500021215,1.043560683
10500021301,0.713408159
10500021302,6.471138646
10500021303,1.254393999
10500021304,1.646486786
10500021401,0.513584167
10500021402,1.095006134
10500021403,3.957757296
10500021404,1.020744855
10500021405,1.941521042
10500021406,5.227186955
10500021407,2.585706844
10500021408,3.804388362
10500021409,0
10500021410,3.73882048
10500021501,1.631935484
10500021502,1.049774677
10500021503,3.675380877
10500021504,0.74872753
10500021505,1.712795993
10500021506,0.726608498
10500021507,1.75532254
10500021508,0.350927512
10500021509,3.198131825
10500021601,0.684284417
10500021602,0.90279488
10500021701,1.398033377
10500021702,1.941701876
10500021703,2.456911447
10500021801,0.966354716
10500021802,1.671770899
10500021803,2.948237303
10500021901,2.18985971
10500021902,2.634900535
10500021903,0.444754523
10500021904,1.570599661
10500021905,3.238327838
10500021906,6.611924224
10500021907,4.825225312
10500021908,2.12932695
10500021909,4.294289978
10500030101,0.803257185
10500030102,0.714585589
10500030103,0.674168326
10500030104,1.078347765
10500030105,1.218667566
10500030106,1.614981262
10500030107,3.066704211
10500030201,0.555030681
10500030202,1.05455302
10500030203,1.121797923
10500030204,1.03764149
10500030205,0.354713033
10500030206,1.226037196
10500030301,0.66352288
10500030302,0.660774682
10500030303,1.413142632
10500030304,1.59559859
10500030305,4.570066056
10500030306,0.338257016
10500030307,6.363561418
10500030401,0.345980126
10500030402,1.127646573
10500030403,0.59697838
10500030404,0.405187835
10500030405,0.41829329
10500030406,0.812346269
10500030501,1.234004708
10500030502,1.017801837
10500030503,1.199135824
10500030504,4.137614679
10500030601,1.521950711
10500030602,0.667985759
10500030603,2.877187527
10500030604,0.869697708
10500030605,0
10500030606,1.241071429
10500040203,0.74657344
10500040204,0.673004672
10500040401,0.432288918
10500040402,0.188134338
10500040403,0.151837
10500040404,0.371023216
10500040501,0.329616623
10500040502,1.560766182
10500040601,0.109109181
10500040602,0.396251673
10500040603,0.135765325
10500040604,0.131679532
10500040605,0.492388498
10500040606,1.494415899
10500040701,0
10500040702,3.728571429
10500040901,0.83408214
10500040902,0.773311517
10500040903,0
10500040904,1.244630872
10600010101,0.442786707
10600010102,0.592293656
10600010103,0.776733604
10600010104,1.338445544
10600010105,1.826666573
10600010106,1.164308577
10600010107,1.029074035
10600010108,0.488132169
10600010109,0.468821016
10600010110,2.05365683
10600010201,2.476175243
10600010202,3.592621679
10600010203,0.89469496
10600010204,0.842288722
10600010205,4.128250633
10600010206,3.717245742
10600010301,3.133689799
10600010302,2.751576856
10600010303,4.233209979
10600010304,4.24355452
10600010305,2.876796405
10600010306,11.66053479
10600010401,7.264894569
10600010402,32.94862064
10600010501,8.38137399
10600010502,17.73589117
10600010503,5.890058431
10600010504,10.91471875
10600010505,7.432217095
10600010506,0
10600010507,4.940140845
10600010601,2.62162654
10600010602,8.406308698
10600010603,3.771150532
10600010606,2.561925733
10600010607,5.419467864
10600020101,0.176744837
10600020102,0.032203465
10600020103,0.124305609
10600020104,0.551511541
10600020105,1.160214219
10600020106,0.957707049
10600020201,0.118940645
10600020202,0.104285125
10600020203,1.723720696
10600020204,0.555028869
10600020301,0.226048798
10600020302,3.423115659
10600020303,1.827945619
10600020304,1.053142919
10600020401,0.165020277
10600020402,0.238554233
10600020403,0.50067303
10600020404,1.263367446
10600020405,0.488776128
10600020406,1.309646438
10600020501,0.721056092
10600020502,0.622527407
10600020503,0.292986201
10600020504,0.757890424
10600020601,0.179622283
10600020602,0.090549759
10600020603,0.221066028
10600020604,1.742850695
10600020605,0.842623594
10600020701,0.456358321
10600020702,0.72519288
10600020703,1.111123176
10600020801,1.023000115
10600020802,0.171636573
10600020803,0.37509583
10600020804,2.03076195
10600020901,0.955974033
10600020902,0.475712924
10600020903,0.538168922
10600020904,1.515776723
10600021001,1.186347438
10600021002,0.767629687
10600021003,0.694469201
10600021004,0.546395935
10600021005,1.659365707
10600021006,1.542974721
10600021007,1.166296451
10600021101,1.061610867
10600021102,2.033379622
10600021103,1.416079114
10600021104,1.179645733
10600021105,7.784738377
10600021106,8.013864514
10600030101,1.175968229
10600030102,3.606485622
10600030103,47.41062802
10600030104,0.020833333
10600030201,1.119860864
10600030202,8.158424483
10600030203,1.895249651
10600030204,1.52299343
10600030205,4.74769825
10600030206,27.09504132
10600030207,8.925925926
10600030301,2.220946195
10600030302,0
10600030303,2.408602151
10600030401,2.827083794
10600030402,1.546642688
10600030501,1.312178475
10600030502,1.371497034
10600030503,0.826760831
10600030504,1.409435013
10600030505,0.815701381
10600030506,4.450384922
10600030507,5.348933748
10600030601,1.65915421
10600030602,1.68468751
10600030603,9.835183576
10600030604,0.780211652
10600030605,0.725869867
10600030606,0.536043397
10600030607,2.639880312
10600030608,12.01591382
10600030701,0.80649854
10600030702,1.283776617
10600030703,0.250546664
10600030704,4.751816222
10600030705,0.949546554
10600030706,1.027152812
10600030707,1.059478973
10600030708,3.666262815
10600030709,2.641318336
10600030801,2.842483314
10600030802,2.567211731
10600030803,3.99542905
10600030804,5.958966703
10600030805,3.324241012
10600030806,8.356481804
10600030901,7.861574844
10600030902,5.251185274
10600030903,5.262307501
10600030904,7.236086826
10600031001,17.44379656
10600031002,7.982497858
10600031003,10.44048836
10600031004,27.40933573
10600031005,15.73286119
10600031101,2.946934329
10600031102,5.643896304
10600031103,2.723903731
10600031104,0.98519258
10600031105,0
10600031106,13.7729682
10700010101,0
10700010102,0.002030334
10700010103,0
10700010104,1.122539745
10700010201,1.837175764
10700010202,0.332143755
10700010203,1.528217006
10700010204,0.137402778
10700010205,0.688165936
10700010206,1.217212855
10700010301,0.123810378
10700010302,0.465578818
10700010303,0.372513798
10700010304,0.270050642
10700010305,0.232831772
10700010306,0.678878558
10700010307,1.636267273
10700010401,0.813345422
10700010402,0.34128596
10700010403,1.418975291
10700010404,2.942419766
10700010501,0.289797756
10700010502,1.43632841
10700010601,0.313967413
10700010602,0.26855757
10700010603,1.505943166
10700010701,0.524768318
10700010702,0.706551055
10700010801,1.432835557
10700010802,0.842851941
10700010803,0.33290548
10700010804,1.842969799
10700020101,1.74732305
10700020102,1.53922898
10700020103,0.77874334
10700020104,0.689287026
10700020105,1.790237232
10700020106,1.413717738
10700020107,3.570171123
10700020108,2.089696255
10700020109,5.905094233
10700020110,9.956010429
10700020201,2.950484976
10700020202,3.506361009
10700030101,2.137917016
10700030102,0.814317496
10700030103,0.876559488
10700030104,1.697933035
10700030105,1.011062479
10700030106,0.840477289
10700030107,0.650052794
10700030108,1.278475049
10700030201,0.452737143
10700030202,0.450070689
10700030203,0.319889485
10700030204,0.909693701
10700030301,2.23286013
10700030302,0.846252919
10700030303,2.125790939
10700030401,0.758462111
10700030402,0.669856796
10700030403,1.987302641
10700030404,1.64073513
10700030501,0.483412827
10700030502,1.279643407
10700030503,0.480905015
10700030504,0.520330167
10700030601,2.462482496
10700030602,0.570420975
10700030603,3.095185827
10700040101,5.033626057
10700040102,15.17279579
10700040103,12.10212327
10700040201,4.194908702
10700040202,2.538153122
10700040203,12.70884446
10700040204,5.458424014
10700040205,9.982979522
10700040301,1.333306994
10700040302,3.798308211
10700040401,1.871910554
10700040402,12.63758952
10700050101,13.32191971
10700050102,20.09375979
10700050103,25.73004297
10700050104,9.853393651
10700050201,20.10372233
10700050202,12.70805854
10700050203,12.12533017
10700050204,8.621675629
10700050205,24.27826372
10700050206,18.7621268
10700060101,0.878386999
10700060102,1.814178152
10700060201,1.214672203
10700060202,3.914802918
10700060301,4.730374309
10700060302,8.627449892
10700060401,0.695498997
10700060402,0.56292552
10700060501,1.282568093
10700060502,1.42108385
10700060503,2.023753049
10700060601,0.455063889
10700060602,1.234744206
10700060603,1.650584115
10700060604,0.796942592
10700060605,0.931992959
10700060606,1.062090239
10700060607,7.09260782
10700060701,2.178624849
10700060702,9.958156711
10700060703,16.93967355
10700060801,2.449605973
10700060802,21.33978716
10700060803,33.58270791
10700060804,17.57970198
10700060901,1.498667213
10700060902,1.460733941
10700060903,0.762158894
10700060904,2.49831663
10700060905,5.015740056
10700060906,7.405933525
10700061001,11.87758981
10700061002,14.4736624
10700061101,6.492077694
10700061102,21.23879939
10700061201,14.52856749
10700061202,13.77436757
10700061203,13.68234493
10700061204,9.350043975
10700061205,19.51118594
10700061206,23.63238843
10700061207,27.06343156
10700061301,29.21001272
10700061302,29.06218971
10700061303,30.0019691
10700061401,16.42794969
10700061402,22.85952295
10700061403,6.401558854
10700061404,11.97267286
10801010101,0.191119247
10801010102,0.421524133
10801010103,0.436069496
10801010104,0.214963596
10801010201,0.074594839
10801010202,0.180110846
10801010203,0.878224583
10801010301,0.543517965
10801010303,0.359316815
10801010304,0.693326002
10801010305,0.625342595
10801010401,0.572473943
10801010402,1.458853194
10801010403,0.159631227
10801010404,0.838384579
10801010405,0.295626761
10801010501,0.145897961
10801010502,0.082234966
10801010503,0.139048677
10801010601,0.059340674
10801010602,0.245923668
10801010603,0.578219296
